Year,Week,Sampling Period,Site,Block,Host Plant,Branch ID,Ant Treatment,Leaf Count,Single Leaf Area,Branch Leaf Area,Total Caterpillars,Cumulative Cat Count,Total Ants,Total Saps,S1+S2 Sap Presence,Sap Presence,0% leaf dmg,1-20% leaf dmg,20-40% leaf dmg,40-60% leaf dmg,60-80% leaf dmg,80-100% leaf dmg,Leaf Area Lost,Number of Damaged Leaves
2012,5,S2,H,4,BI,HBI4C,tanglefoot,136,26.137,0.3554632,0,0,0,0,0,0,114,20,0,0,0,2,0.01123891,
2012,5,S2,H,4,BI,HBI4D,control,107,26.137,0.2796659,0,0,0,0,0,0,59,45,1,1,1,0,0.01437535,
2012,6,S2,H,5,BI,HBI5A,tanglefoot,127,26.137,0.3319399,1,1,0,0,0,0,61,65,1,0,0,0,0.03084166,
2012,6,S2,H,5,BI,HBI5B,control,126,26.137,0.3293262,0,1,1,0,0,0,41,63,7,10,2,3,0.0365918,
2012,6,S2,H,5,BI,HBI5C,tanglefoot,105,26.137,0.2744385,1,2,0,0,0,0,48,52,2,3,0,0,0.01515946,
2012,6,S2,H,5,BI,HBI5D,control,163,26.137,0.4260331,0,1,0,0,0,0,21,133,9,0,0,0,0.04312605,
2012,6,S2,H,6,BI,HBI6A,tanglefoot,103,26.137,0.2692111,0,0,0,0,0,0,43,58,0,1,0,1,0.01751179,
2012,6,S2,H,6,BI,HBI6B,control,119,26.137,0.3110303,0,0,0,0,0,0,44,73,0,0,0,2,0.02639837,
2012,6,S2,H,6,BI,HBI6C,tanglefoot,138,26.137,0.3606906,2,2,0,0,0,0,92,40,4,2,0,0,0.01620494,
2012,6,S2,H,6,BI,HBI6D,control,227,26.137,0.5933099,1,1,0,0,0,0,71,136,4,2,7,7,0.0679562,
2012,4,S2,H,1,HI,HHI1B,control,115,46.5957,0.53585055,0,0,3,0,1,0,92,18,0,0,4,1,0.04193613,
2012,4,S2,H,1,HI,HHI1C,tanglefoot,291,46.5957,1.35593487,3,8,0,0,1,0,17,188,73,7,6,0,0.218533833,
2012,4,S2,H,2,HI,HHI2A,tanglefoot,161,46.5957,0.75019077,1,2,1,0,0,0,123,26,6,4,1,1,0.034946775,
2012,5,S2,H,3,HI,HHI3B,control,143,46.5957,0.66631851,0,0,9,0,1,0,106,31,3,3,0,0,0.02795742,
2012,5,S2,H,3,HI,HHI3D,control,189,46.5957,0.88065873,1,1,3,0,1,0,105,73,7,4,0,0,0.048459528,
2012,5,S2,H,4,HI,HHI4B,control,91,46.5957,0.42402087,2,4,1,0,0,0,42,45,1,2,1,0,0.025627635,
2012,5,S2,H,4,HI,HHI4C,tanglefoot,189,46.5957,0.88065873,4,13,0,0,1,0,50,137,2,0,0,0,0.068961636,
2012,5,S2,H,4,HI,HHI4D,control,137,46.5957,0.63836109,2,2,0,0,0,0,88,46,2,1,0,2,0.03727656,
2012,6,S2,H,5,HI,HHI5C,tanglefoot,92,46.5957,0.42868044,0,3,0,0,0,0,60,20,8,2,0,2,0.033548904,
2012,6,S2,H,5,HI,HHI5D,control,83,46.5957,0.38674431,0,0,0,0,1,0,29,43,9,2,0,0,0.034946775,
2012,6,S2,H,6,HI,HHI6A,tanglefoot,127,46.5957,0.59176539,0,0,0,0,0,0,50,71,1,1,2,2,0.061040367,
2012,6,S2,H,6,HI,HHI6C,tanglefoot,99,46.5957,0.46129743,0,0,1,0,0,0,14,64,7,5,6,3,0.071757378,
2012,4,S2,H,1,RM,HRM1A,tanglefoot,95,30.6263117,0.290949961,1,7,0,0,1,0,1,86,8,0,0,0,0.039814205,
2012,4,S2,H,1,RM,HRM1B,control,64,30.6263117,0.196008395,2,9,1,0,0,0,0,54,6,4,0,0,0.022050944,
2012,4,S2,H,1,RM,HRM1C,tanglefoot,180,30.6263117,0.551273611,1,5,0,0,0,0,9,163,8,0,0,0,0.057271203,
2012,4,S2,H,1,RM,HRM1D,control,129,30.6263117,0.395079421,2,4,2,0,0,0,3,95,31,0,0,0,0.057577466,
2012,4,S2,H,2,RM,HRM2A,tanglefoot,302,30.6263117,0.924914613,0,3,1,0,0,0,194,98,9,0,1,0,0.040426731,
2012,4,S2,H,2,RM,HRM2B,control,241,30.6263117,0.738094112,0,2,1,0,0,0,171,69,1,0,0,0,0.025113576,
2012,4,S2,H,2,RM,HRM2C,tanglefoot,188,30.6263117,0.57577466,0,4,1,0,0,0,0,168,11,2,2,5,0.082691042,
2012,4,S2,H,2,RM,HRM2D,control,146,30.6263117,0.447144151,0,2,1,0,0,0,0,127,17,2,0,0,0.054514835,
2012,5,S2,H,3,RM,HRM3A,tanglefoot,164,30.6263117,0.502271512,0,1,0,0,0,0,5,139,20,0,0,0,0.079322147,
2012,5,S2,H,3,RM,HRM3B,control,273,30.6263117,0.836098309,0,0,0,0,1,0,2,239,18,12,2,0,0.116992511,
2012,5,S2,H,3,RM,HRM3C,tanglefoot,210,30.6263117,0.643152546,0,0,1,0,0,0,0,139,32,15,19,5,0.14639377,
2012,5,S2,H,3,RM,HRM3D,control,235,30.6263117,0.719718325,3,4,0,0,0,0,11,179,19,13,9,4,0.110254722,
2012,5,S2,H,4,RM,HRM4A,tanglefoot,228,30.6263117,0.698279907,2,5,0,0,0,0,51,160,7,5,2,3,0.067990412,
2012,5,S2,H,4,RM,HRM4B,control,237,30.6263117,0.725843587,0,0,0,0,0,0,186,41,10,0,0,0,0.023275997,
2012,5,S2,H,4,RM,HRM4C,tanglefoot,129,30.6263117,0.395079421,0,0,0,0,0,0,11,105,6,1,1,5,0.068909201,
2012,5,S2,H,4,RM,HRM4D,control,176,30.6263117,0.539023086,1,2,0,0,0,0,22,115,24,10,1,4,0.073503148,
2012,6,S2,H,5,RM,HRM5A,tanglefoot,54,30.6263117,0.165382083,2,7,0,0,0,0,0,35,1,2,7,9,0.052983519,
2012,6,S2,H,5,RM,HRM5B,control,114,30.6263117,0.349139953,2,3,0,0,0,0,25,79,8,1,0,1,0.035832785,
2012,6,S2,H,5,RM,HRM5C,tanglefoot,91,30.6263117,0.278699436,0,2,0,0,0,0,12,76,2,1,0,0,0.028176207,
2012,6,S2,H,5,RM,HRM5D,control,82,30.6263117,0.251135756,1,3,0,0,0,0,2,71,7,2,0,0,0.055739887,
2012,6,S2,H,6,RM,HRM6A,tanglefoot,207,30.6263117,0.633964652,2,5,0,0,0,0,0,146,23,18,14,6,0.116992511,
2012,6,S2,H,6,RM,HRM6B,control,199,30.6263117,0.609463603,0,2,0,0,0,0,17,175,1,3,1,2,0.068296675,
2012,6,S2,H,6,RM,HRM6C,tanglefoot,190,30.6263117,0.581899922,1,4,0,0,0,0,17,143,12,4,7,7,0.095247829,
2012,6,S2,H,6,RM,HRM6D,control,173,30.6263117,0.529835192,0,0,0,0,0,0,5,154,10,4,0,0,0.06094636,
2012,4,S2,H,1,RO,HRO1A,tanglefoot,43,47.7678,0.20540154,1,1,0,0,0,0,0,19,12,3,4,5,0.085026684,
2012,4,S2,H,1,RO,HRO1B,control,99,47.7678,0.47290122,0,1,1,0,0,0,0,61,6,10,14,8,0.142825722,
2012,4,S2,H,1,RO,HRO1C,tanglefoot,68,47.7678,0.32482104,1,1,0,0,0,0,3,43,6,10,6,0,0.063531174,
2012,4,S2,H,1,RO,HRO1D,control,58,47.7678,0.27705324,1,2,0,0,0,0,6,38,5,6,2,1,0.050633868,
2012,4,S2,H,2,RO,HRO2A,tanglefoot,106,47.7678,0.50633868,2,3,0,0,0,0,24,68,6,6,2,0,0.05015619,
2012,4,S2,H,2,RO,HRO2C,tanglefoot,100,47.7678,0.477678,3,4,1,0,1,0,4,80,15,1,0,0,0.07404009,
2012,4,S2,H,2,RO,HRO2D,control,76,47.7678,0.36303528,1,1,1,0,0,0,0,53,14,6,2,1,0.065919564,
2012,5,S2,H,3,RO,HRO3A,tanglefoot,121,47.7678,0.57799038,2,3,0,0,0,0,5,103,5,4,2,2,0.08598204,
2012,5,S2,H,3,RO,HRO3B,control,127,47.7678,0.60665106,6,6,0,0,1,0,3,106,9,6,3,0,0.087892752,
2012,5,S2,H,3,RO,HRO3C,tanglefoot,68,47.7678,0.32482104,0,1,0,0,0,0,0,43,13,6,5,1,0.064964208,
2012,5,S2,H,3,RO,HRO3D,control,53,47.7678,0.25316934,2,2,0,0,1,0,0,31,15,2,2,3,0.055888326,
2012,5,S2,H,4,RO,HRO4A,tanglefoot,73,47.7678,0.34870494,0,0,0,0,0,0,18,48,7,0,0,0,0.042513342,
2012,5,S2,H,4,RO,HRO4B,control,79,47.7678,0.37736562,0,0,0,0,0,0,1,62,9,4,1,2,0.056843682,
2012,5,S2,H,4,RO,HRO4C,tanglefoot,59,47.7678,0.28183002,3,4,0,0,0,0,19,34,3,1,0,2,0.045857088,
2012,5,S2,H,4,RO,HRO4D,control,133,47.7678,0.63531174,0,0,0,0,0,0,33,83,10,7,0,0,0.063531174,
2012,6,S2,H,5,RO,HRO5A,tanglefoot,120,47.7678,0.5732136,1,2,0,0,0,0,7,103,5,4,0,1,0.067830276,
2012,6,S2,H,5,RO,HRO5B,control,114,47.7678,0.54455292,0,5,0,0,0,0,15,87,7,3,2,0,0.089325786,
2012,6,S2,H,5,RO,HRO5C,tanglefoot,72,47.7678,0.34392816,0,8,0,0,0,0,8,39,3,13,8,1,0.063531174,
2012,6,S2,H,5,RO,HRO5D,control,90,47.7678,0.4299102,1,3,0,0,0,0,20,59,5,4,2,0,0.061142784,
2012,6,S2,H,6,RO,HRO6A,tanglefoot,77,47.7678,0.36781206,1,2,0,0,0,0,1,60,5,8,1,2,0.05015619,
2012,6,S2,H,6,RO,HRO6B,control,87,47.7678,0.41557986,0,1,0,0,0,0,0,79,6,1,1,0,0.054455292,
2012,6,S2,H,6,RO,HRO6C,tanglefoot,52,47.7678,0.24839256,3,4,0,0,0,0,0,39,6,2,3,2,0.057799038,
2012,6,S2,H,6,RO,HRO6D,control,44,47.7678,0.21017832,2,2,0,0,0,0,0,30,6,5,1,2,0.044424054,
2012,4,S2,H,1,WH,HWH1A,tanglefoot,83,44.9303611,0.372921997,0,1,0,0,0,0,2,59,6,4,4,8,0.104238438,
2012,4,S2,H,1,WH,HWH1B,control,184,44.9303611,0.826718644,0,0,0,0,0,0,40,118,10,11,3,2,0.084019775,
2012,4,S2,H,1,WH,HWH1C,tanglefoot,121,44.9303611,0.543657369,0,2,1,0,0,0,37,79,5,0,0,0,0.044481057,
2012,4,S2,H,1,WH,HWH1D,control,137,44.9303611,0.615545947,1,4,0,0,0,0,27,100,2,1,0,7,0.078178828,
2012,4,S2,H,2,WH,HWH2A,tanglefoot,85,44.9303611,0.381908069,2,3,1,0,1,0,0,79,4,1,1,0,0.04852479,
2012,4,S2,H,2,WH,HWH2B,control,129,44.9303611,0.579601658,2,3,10,0,1,0,0,123,2,2,2,0,0.073236489,
2012,4,S2,H,2,WH,HWH2C,tanglefoot,121,44.9303611,0.543657369,2,3,4,0,0,0,0,100,12,4,5,0,0.08581699,
2012,4,S2,H,2,WH,HWH2D,control,190,44.9303611,0.853676861,0,3,6,0,0,0,0,161,18,4,7,0,0.120862671,
2012,5,S2,H,3,WH,HWH3A,tanglefoot,124,44.9303611,0.557136478,1,4,1,0,0,0,50,67,6,1,0,0,0.042683843,
2012,5,S2,H,3,WH,HWH3B,control,137,44.9303611,0.615545947,1,3,2,0,0,0,15,112,6,2,1,1,0.072337881,
2012,5,S2,H,3,WH,HWH3C,tanglefoot,218,44.9303611,0.979481872,3,3,1,0,0,0,16,183,7,3,0,9,0.130298047,
2012,5,S2,H,3,WH,HWH3D,control,147,44.9303611,0.660476308,0,0,2,0,1,0,37,106,3,1,0,0,0.060655987,
2012,5,S2,H,4,WH,HWH4A,tanglefoot,86,44.9303611,0.386401105,1,3,0,0,0,0,13,49,6,4,5,9,0.095701669,
2012,5,S2,H,4,WH,HWH4B,control,134,44.9303611,0.602066839,2,2,1,0,0,0,14,87,10,6,7,10,0.119514761,
2012,5,S2,H,4,WH,HWH4C,tanglefoot,72,44.9303611,0.3234986,2,3,0,0,0,0,5,54,8,2,0,3,0.053916433,
2012,5,S2,H,4,WH,HWH4D,control,115,44.9303611,0.516699153,4,5,0,0,0,0,15,83,9,3,5,0,0.074135096,
2012,6,S2,H,5,WH,HWH5A,tanglefoot,180,44.9303611,0.8087465,0,1,0,0,0,0,7,160,7,4,1,1,0.097498884,
2012,6,S2,H,5,WH,HWH5B,control,148,44.9303611,0.664969344,0,1,0,0,0,0,17,117,5,4,3,2,0.079077436,
2012,6,S2,H,5,WH,HWH5C,tanglefoot,102,44.9303611,0.458289683,0,0,0,0,0,0,3,89,9,1,0,0,0.063351809,
2012,6,S2,H,5,WH,HWH5D,control,122,44.9303611,0.548150405,0,0,0,0,0,0,4,102,8,5,3,0,0.084019775,
2012,6,S2,H,6,WH,HWH6A,tanglefoot,112,44.9303611,0.503220044,2,5,0,0,0,0,3,55,10,8,13,23,0.194548464,
2012,6,S2,H,6,WH,HWH6B,control,104,44.9303611,0.467275755,0,2,1,0,0,0,4,82,5,10,3,0,0.055264344,
2012,6,S2,H,6,WH,HWH6C,tanglefoot,76,44.9303611,0.341470744,0,3,0,0,0,0,6,67,2,1,0,0,0.077729525,
2012,4,S2,H,1,WO,HWO1A,tanglefoot,144,37.78428,0.544093632,2,2,1,0,1,0,0,9,39,20,42,34,0.278092301,
2012,4,S2,H,1,WO,HWO1B,control,78,37.78428,0.294717384,1,2,2,0,1,0,4,47,21,2,4,0,0.086148158,
2012,4,S2,H,1,WO,HWO1C,tanglefoot,175,37.78428,0.6612249,0,4,0,0,1,0,1,119,37,18,0,0,0.136023408,
2012,4,S2,H,2,WO,HWO2A,tanglefoot,184,37.78428,0.695230752,2,4,2,0,0,0,0,72,48,26,13,25,0.216126082,
2012,4,S2,H,2,WO,HWO2B,control,110,37.78428,0.41562708,1,4,1,0,0,0,0,7,48,8,30,17,0.199878841,
2012,4,S2,H,2,WO,HWO2D,control,102,37.78428,0.385399656,0,2,1,0,1,0,5,80,9,3,1,4,0.064233276,
2012,5,S2,H,3,WO,HWO3A,tanglefoot,183,37.78428,0.691452324,2,4,0,0,1,0,20,0,19,4,4,3,0.05932132,
2012,5,S2,H,3,WO,HWO3B,control,107,37.78428,0.404291796,2,2,0,0,0,0,0,94,4,9,0,0,0.049497407,
2012,5,S2,H,3,WO,HWO3D,control,209,37.78428,0.789691452,2,4,0,0,1,0,16,166,17,5,1,4,0.107685198,
2012,5,S2,H,4,WO,HWO4A,tanglefoot,197,37.78428,0.744350316,5,7,0,0,0,0,65,95,29,5,0,3,0.109196569,
2012,5,S2,H,4,WO,HWO4B,control,239,37.78428,0.903044292,2,2,0,0,0,0,10,182,16,16,6,9,0.140935364,
2012,5,S2,H,4,WO,HWO4C,tanglefoot,49,37.78428,0.185142972,3,5,0,0,0,0,2,29,11,4,0,0,0.036650752,
2012,5,S2,H,4,WO,HWO4D,control,53,37.78428,0.200256684,1,4,0,0,0,0,1,32,6,7,5,2,0.048363878,
2012,6,S2,H,5,WO,HWO5A,tanglefoot,104,37.78428,0.392956512,0,1,0,0,0,0,6,85,5,5,2,1,0.078591302,
2012,6,S2,H,5,WO,HWO5B,control,120,37.78428,0.45341136,1,3,0,0,0,0,0,84,11,17,1,7,0.098994814,
2012,6,S2,H,5,WO,HWO5C,tanglefoot,156,37.78428,0.589434768,2,5,0,0,1,0,1,121,3,15,5,11,0.118642639,
2012,6,S2,H,5,WO,HWO5D,control,195,37.78428,0.73679346,0,1,0,0,0,0,3,167,9,10,4,2,0.092571486,
2012,6,S2,H,6,WO,HWO6A,tanglefoot,99,37.78428,0.374064372,5,7,0,0,0,0,4,82,8,1,0,4,0.070656604,
2012,6,S2,H,6,WO,HWO6B,control,169,37.78428,0.638554332,4,7,0,0,0,0,8,135,8,9,6,3,0.097483442,
2012,6,S2,H,6,WO,HWO6C,tanglefoot,121,37.78428,0.457189788,0,3,0,0,1,0,20,82,11,6,1,1,0.053275835,
2012,6,S2,H,6,WO,HWO6D,control,97,37.78428,0.366507516,1,3,0,0,0,0,4,75,9,2,5,2,0.071790132,
2012,4,S2,M,1,BC,MBC1B,control,347,12.0993,0.41984571,1,2,0,0,0,0,172,154,10,7,3,1,0.028917327,
2012,4,S2,M,1,BC,MBC1D,control,557,12.0993,0.67393101,2,2,3,0,0,0,189,344,15,5,4,0,0.053478906,
2012,4,S2,M,2,BC,MBC2A,tanglefoot,658,12.0993,0.79613394,5,5,1,0,0,0,493,152,7,5,0,1,0.031700166,
2012,4,S2,M,2,BC,MBC2B,control,263,12.0993,0.31821159,3,4,1,0,0,0,56,166,21,16,4,0,0.032305131,
2012,4,S2,M,2,BC,MBC2C,tanglefoot,457,12.0993,0.55293801,3,4,0,0,0,0,126,313,11,2,2,3,0.052873941,
2012,4,S2,M,2,BC,MBC2D,control,527,12.0993,0.63763311,2,2,3,0,0,0,368,133,12,10,4,0,0.024440586,
2012,5,S2,M,3,BC,MBC3A,tanglefoot,567,12.0993,0.68603031,2,3,1,0,0,0,107,454,4,1,0,1,0.05807664,
2012,5,S2,M,3,BC,MBC3B,control,563,12.0993,0.68119059,2,2,0,0,1,0,346,215,0,1,0,1,0.031942152,
2012,5,S2,M,3,BC,MBC3C,tanglefoot,269,12.0993,0.32547117,3,6,1,0,0,0,39,216,5,8,0,1,0.030853215,
2012,5,S2,M,3,BC,MBC3D,control,253,12.0993,0.30611229,2,4,0,0,0,0,43,187,19,3,0,1,0.030611229,
2012,5,S2,M,4,BC,MBC4A,tanglefoot,222,12.0993,0.26860446,1,1,0,0,0,0,99,119,4,0,0,0,0.018269943,
2012,5,S2,M,4,BC,MBC4B,control,303,12.0993,0.36660879,0,1,0,0,1,0,0,90,6,4,2,0,0.018390936,
2012,5,S2,M,4,BC,MBC4C,tanglefoot,196,12.0993,0.23714628,1,2,0,0,0,0,36,125,26,6,3,0,0.029522292,
2012,5,S2,M,4,BC,MBC4D,control,193,12.0993,0.23351649,0,0,1,0,0,0,0,53,8,4,2,0,0.018269943,
2012,6,S2,M,5,BC,MBC5A,tanglefoot,349,12.0993,0.42226557,0,2,0,0,0,0,167,146,6,12,7,11,0.041984571,
2012,6,S2,M,5,BC,MBC5B,control,414,12.0993,0.50091102,2,3,1,0,0,0,112,280,12,7,1,2,0.041863578,
2012,6,S2,M,5,BC,MBC5C,tanglefoot,325,12.0993,0.39322725,0,1,0,0,0,0,263,55,6,1,0,0,0.011857314,
2012,6,S2,M,5,BC,MBC5D,control,226,12.0993,0.27344418,2,3,3,0,0,0,153,54,7,5,1,6,0.017060013,
2012,6,S2,M,6,BC,MBC6A,tanglefoot,247,12.0993,0.29885271,1,1,2,0,0,0,97,126,14,1,3,6,0.029401299,
2012,6,S2,M,6,BC,MBC6B,control,610,12.0993,0.7380573,6,6,2,0,0,0,97,510,3,0,0,0,0.064610262,
2012,6,S2,M,6,BC,MBC6C,tanglefoot,325,12.0993,0.39322725,2,2,1,0,0,0,104,189,27,3,1,1,0.042468543,
2012,6,S2,M,6,BC,MBC6D,control,606,12.0993,0.73321758,1,2,4,0,0,0,304,265,20,13,3,1,0.04476741,
2012,4,S2,M,1,BE,MBE1A,tanglefoot,278,35.666,0.9915148,0,0,0,0,0,0,89,161,25,3,0,0,0.10022146,
2012,4,S2,M,1,BE,MBE1B,control,276,35.666,0.9843816,0,1,0,0,0,0,134,126,4,9,3,0,0.06027554,
2012,4,S2,M,1,BE,MBE1C,tanglefoot,255,35.666,0.909483,0,0,0,0,0,0,182,66,5,2,0,0,0.02888946,
2012,4,S2,M,1,BE,MBE1D,control,230,35.666,0.820318,0,1,0,0,0,0,186,43,1,0,0,0,0.01640636,
2012,4,S2,M,2,BE,MBE2B,control,154,35.666,0.5492564,0,0,0,0,0,0,82,70,1,0,0,1,0.03281272,
2012,4,S2,M,2,BE,MBE2C,tanglefoot,103,35.666,0.3673598,0,2,0,0,0,0,25,75,1,2,0,0,0.02960278,
2012,4,S2,M,2,BE,MBE2D,control,83,35.666,0.2960278,0,1,0,0,0,0,4,70,8,1,0,0,0.03352604,
2012,5,S2,M,3,BE,MBE3A,tanglefoot,160,35.666,0.570656,1,1,0,0,0,0,107,50,3,0,0,0,0.02104294,
2012,5,S2,M,3,BE,MBE3B,control,151,35.666,0.5385566,0,0,0,0,0,0,64,85,1,0,1,0,0.0338827,
2012,5,S2,M,3,BE,MBE3C,tanglefoot,158,35.666,0.5635228,1,1,0,0,0,0,117,41,0,0,0,0,0.01640636,
2012,5,S2,M,3,BE,MBE3D,control,163,35.666,0.5813558,0,0,1,0,0,0,73,80,7,1,3,1,0.04850576,
2012,5,S2,M,4,BE,MBE4A,tanglefoot,129,35.666,0.4600914,1,2,0,0,0,0,51,74,3,1,0,0,0.02960278,
2012,5,S2,M,4,BE,MBE4B,control,258,35.666,0.9201828,0,0,0,0,0,0,236,21,1,0,0,0,0.01212644,
2012,5,S2,M,4,BE,MBE4D,control,85,35.666,0.303161,1,1,1,0,1,0,20,55,5,2,3,0,0.03423936,
2012,6,S2,M,5,BE,MBE5A,tanglefoot,106,35.666,0.3780596,0,0,3,0,1,0,61,35,7,1,1,1,0.02924612,
2012,6,S2,M,5,BE,MBE5B,control,114,35.666,0.4065924,0,0,3,0,0,0,38,68,6,2,0,0,0.03423936,
2012,6,S2,M,5,BE,MBE5C,tanglefoot,165,35.666,0.588489,0,0,0,0,0,0,103,58,2,2,0,0,0.02460954,
2012,6,S2,M,5,BE,MBE5D,control,82,35.666,0.2924612,0,4,2,0,0,0,46,32,3,1,0,0,0.01997296,
2012,6,S2,M,6,BE,MBE6B,control,162,35.666,0.5777892,0,0,1,0,0,0,43,110,5,3,1,0,0.04707912,
2012,6,S2,M,6,BE,MBE6C,tanglefoot,291,35.666,1.0378806,0,0,0,0,0,0,36,255,0,0,0,0,0.1087813,
2012,6,S2,M,6,BE,MBE6D,control,291,35.666,1.0378806,0,1,3,0,0,0,176,99,4,10,2,0,0.0463658,
2012,4,S2,M,1,BI,MBI1A,tanglefoot,190,24.8011,0.4712209,0,1,0,0,1,0,57,125,3,1,2,2,0.049850211,
2012,4,S2,M,1,BI,MBI1B,control,181,24.8011,0.44889991,0,1,2,0,0,0,98,70,4,7,1,1,0.025545133,
2012,4,S2,M,1,BI,MBI1C,tanglefoot,158,24.8011,0.39185738,1,2,0,0,0,0,106,47,3,1,0,1,0.016120715,
2012,4,S2,M,1,BI,MBI1D,control,136,24.8011,0.33729496,0,0,3,0,0,0,76,59,1,0,0,0,0.016616737,
2012,4,S2,M,2,BI,MBI2A,tanglefoot,259,24.8011,0.64234849,0,2,0,0,0,0,42,187,28,1,1,0,0.073907278,
2012,4,S2,M,2,BI,MBI2B,control,326,24.8011,0.80851586,0,2,4,0,0,0,181,133,4,4,1,3,0.044393969,
2012,4,S2,M,2,BI,MBI2C,tanglefoot,71,24.8011,0.17608781,0,0,0,0,0,0,30,40,0,0,1,0,0.014136627,
2012,4,S2,M,2,BI,MBI2D,control,167,24.8011,0.41417837,0,0,4,0,0,0,21,129,12,2,3,0,0.069691091,
2012,5,S2,M,3,BI,MBI3A,tanglefoot,380,24.8011,0.9424418,1,1,0,0,0,0,140,180,33,19,8,0,0.10416462,
2012,5,S2,M,3,BI,MBI3B,control,269,24.8011,0.66714959,0,1,3,0,0,0,146,91,12,17,3,0,0.037945683,
2012,5,S2,M,3,BI,MBI3C,tanglefoot,229,24.8011,0.56794519,1,1,0,0,0,0,130,95,3,1,0,0,0.028273254,
2012,5,S2,M,3,BI,MBI3D,control,275,24.8011,0.68203025,1,1,1,0,0,0,93,174,6,2,0,0,0.052578332,
2012,5,S2,M,4,BI,MBI4A,tanglefoot,323,24.8011,0.80107553,1,1,0,0,0,0,0,124,10,4,0,0,0.039433749,
2012,5,S2,M,4,BI,MBI4B,control,256,24.8011,0.63490816,0,3,0,0,1,0,100,151,4,1,0,0,0.040425793,
2012,5,S2,M,4,BI,MBI4C,tanglefoot,112,24.8011,0.27777232,1,5,0,0,0,0,25,87,0,0,0,0,0.022817012,
2012,5,S2,M,4,BI,MBI4D,control,172,24.8011,0.42657892,0,3,0,0,0,0,66,88,14,1,0,3,0.038937727,
2012,6,S2,M,5,BI,MBI5A,tanglefoot,118,24.8011,0.29265298,0,5,1,0,0,0,55,60,3,0,0,0,0.017112759,
2012,6,S2,M,5,BI,MBI5B,control,75,24.8011,0.18600825,1,7,3,0,0,0,47,27,1,0,0,0,0.00744033,
2012,6,S2,M,5,BI,MBI5C,tanglefoot,70,24.8011,0.1736077,0,5,0,0,0,0,22,48,0,0,0,0,0.011904528,
2012,6,S2,M,5,BI,MBI5D,control,46,24.8011,0.11408506,0,6,1,0,0,0,24,17,4,0,0,1,0.011904528,
2012,6,S2,M,6,BI,MBI6A,tanglefoot,124,24.8011,0.30753364,3,8,0,0,0,0,45,74,1,2,2,0,0.022569001,
2012,6,S2,M,6,BI,MBI6B,control,173,24.8011,0.42905903,0,3,0,0,0,0,59,114,0,0,0,0,0.028273254,
2012,6,S2,M,6,BI,MBI6C,tanglefoot,142,24.8011,0.35217562,0,6,0,0,0,0,100,40,2,0,0,0,0.011408506,
2012,6,S2,M,6,BI,MBI6D,control,155,24.8011,0.38441705,0,4,0,0,0,0,42,99,14,0,0,0,0.034969551,
2012,4,S2,M,1,HI,MHI1A,tanglefoot,83,62.1628,0.51595124,1,11,0,0,0,0,34,47,2,0,0,0,0.032946284,
2012,4,S2,M,1,HI,MHI1B,control,94,62.1628,0.58433032,1,3,1,0,0,0,22,65,7,0,0,0,0.069000708,
2012,4,S2,M,1,HI,MHI1C,tanglefoot,186,62.1628,1.15622808,0,3,0,0,1,0,11,138,24,5,4,4,0.170326072,
2012,4,S2,M,2,HI,MHI2B,control,180,62.1628,1.1189304,0,6,7,0,0,0,93,85,2,0,0,0,0.072108848,
2012,4,S2,M,2,HI,MHI2C,tanglefoot,115,62.1628,0.7148722,2,8,0,0,0,0,26,80,3,5,0,1,0.085784664,
2012,4,S2,M,2,HI,MHI2D,control,134,62.1628,0.83298152,0,2,1,0,1,0,37,69,13,8,4,3,0.110649784,
2012,5,S2,M,3,HI,MHI3A,tanglefoot,112,62.1628,0.69622336,1,2,0,0,1,0,0,77,28,3,3,1,0.124947228,
2012,5,S2,M,4,HI,MHI4A,tanglefoot,107,62.1628,0.66514196,0,2,0,0,1,0,0,59,3,2,1,0,0.06527094,
2012,5,S2,M,4,HI,MHI4D,control,184,62.1628,1.14379552,0,3,0,0,1,0,29,139,10,6,0,0,0.105055132,
2012,6,S2,M,5,HI,MHI5B,control,98,62.1628,0.60919544,0,2,0,0,0,0,70,27,1,0,0,0,0.03729768,
2012,6,S2,M,5,HI,MHI5C,tanglefoot,129,62.1628,0.80190012,2,3,1,0,0,0,56,55,6,6,3,3,0.090757688,
2012,6,S2,M,5,HI,MHI5D,control,123,62.1628,0.76460244,1,1,4,0,0,0,62,53,2,5,1,0,0.047243728,
2012,6,S2,M,6,HI,MHI6A,tanglefoot,106,62.1628,0.65892568,0,3,0,0,0,0,24,77,3,2,0,0,0.059676288,
2012,6,S2,M,6,HI,MHI6B,control,144,62.1628,0.89514432,1,1,2,0,1,0,26,113,1,2,0,0,0.081433268,
2012,6,S2,M,6,HI,MHI6D,control,98,62.1628,0.60919544,0,0,0,0,0,0,27,59,7,3,0,2,0.073352104,
2012,4,S2,M,1,RM,MRM1A,tanglefoot,123,37.0693,0.45595239,0,0,0,0,0,0,0,87,24,4,4,4,0.093785329,
2012,4,S2,M,1,RM,MRM1B,control,148,37.0693,0.54862564,0,0,0,0,0,0,3,123,14,6,1,1,0.085630083,
2012,4,S2,M,1,RM,MRM1C,tanglefoot,202,37.0693,0.74879986,4,7,0,0,0,0,0,168,19,10,5,0,0.113061365,
